created_at,favorite_count,full_text,quote_count,reply_count,retweet_count,username,tokens,sentiment
Fri Aug 09 15:06:10 +0000 2024,0,punya xiu xiu sama azarine nder enggak bikin kering kayak pecah begitu sama stain nya lumayan awet tapi jangan bawa makan kayak kuah dan goreng ya cepat hilang,0,0,0,syareliza,"['xiu', 'xiu', 'azarine', 'nder', 'enggak_bikin', 'kering', 'kayak', 'pecah', 'stain', 'nya', 'lumayan', 'awet', 'jangan_bawa', 'makan', 'kayak', 'kuah', 'goreng', 'ya', 'cepat', 'hilang']",Positive
Fri Aug 09 15:05:00 +0000 2024,0,azarine benar enggak bisa diam ya,0,0,0,sundaaaey,"['azarine', 'enggak_bisa', 'diam', 'ya']",Neutral
Fri Aug 09 15:03:28 +0000 2024,0,aku pakai azarine yang hijau sok far itu ss nyaman di aku enggak greasy ringan pas di apply jadi transparan enggak flashback dan yang paling penting enggak perih di mata,0,0,0,_pratitta,"['pakai', 'azarine', 'hijau', 'sok', 'far', 'ss', 'nyaman', 'enggak_greasy', 'ringan', 'pas', 'apply', 'transparan', 'enggak_flashback', 'enggak_perih', 'mata']",Positive
Fri Aug 09 15:03:25 +0000 2024,0,dear me beauty and azarine kalo mau lip tint tapi shadesnya bagus dan enggak cuma oren merah warm tok,0,0,0,rockmargiela,"['dear', 'me', 'beauty', 'and', 'azarine', 'kalo', 'lip', 'tint', 'shadesnya', 'bagus', 'enggak_cuma', 'oren', 'merah', 'warm', 'tok']",Positive
Fri Aug 09 14:58:56 +0000 2024,0,kalo kena mata tuh perih banget sbener nya gue pernah pakai ss emina tahun an cuma gue ganti ke azarine karena emina parah perih banget tadi gue sholat jumat kan jam sama pakai ss emina itu karba sayang kan pas udhu itu perih banget sih gila parah mata gue sampai habis magrib enggak hilang,0,1,0,akuanaksehat55,"['kalo', 'kena', 'mata', 'tuh', 'perih', 'banget', 'sbener', 'nya', 'gue', 'pakai', 'ss', 'emina', 'an', 'gue', 'ganti', 'azarine', 'emina', 'parah', 'perih', 'banget', 'gue', 'sholat', 'jumat', 'jam', 'pakai', 'ss', 'emina', 'karba', 'sayang', 'pas', 'udhu', 'perih', 'banget', 'sih', 'gila', 'parah', 'mata', 'gue', 'habis', 'magrib', 'enggak_hilang']",Neutral
Fri Aug 09 14:57:56 +0000 2024,0,azarine nih sunscreen nya bagus bejirr tapi kalo pakai pakai up malah bikin cepat longsor,0,1,0,mugyou_,"['azarine', 'nih', 'sunscreen', 'nya', 'bagus', 'bejirr', 'kalo', 'pakai', 'pakai', 'up', 'bikin', 'cepat', 'longsor']",Positive
Fri Aug 09 14:45:44 +0000 2024,0,user amaterasun azarine nyata,0,0,0,arewhyenn,"['user', 'amaterasun', 'azarine', 'nyata']",Neutral
Fri Aug 09 14:43:48 +0000 2024,0,mois originote sunscreen azarine krim siang bedak tabur lip cream sama lipgloss,0,0,0,Zargitttttttt,"['mois', 'originote', 'sunscreen', 'azarine', 'krim', 'siang', 'bedak', 'tabur', 'lip', 'cream', 'lipgloss']",Neutral
Fri Aug 09 14:22:15 +0000 2024,0,terima kasih kak pakai bedak azarine ajaaaa,0,1,0,milktean00dle,"['terima', 'kasih', 'kak', 'pakai', 'bedak', 'azarine', 'ajaaaa']",Positive
Fri Aug 09 14:19:59 +0000 2024,0,azarine penasaran banget pls banyak yang bilang bagus,0,0,0,diendadindin,"['azarine', 'penasaran', 'banget', 'pls', 'bilang', 'bagus']",Positive
Fri Aug 09 14:11:45 +0000 2024,0,azarine micellar water ml bersih wajah daily heavy pakai up untuk semua jenis kulit dengan ceramide pakai up remover,0,0,0,racun___id,"['azarine', 'micellar', 'water', 'ml', 'bersih', 'wajah', 'daily', 'heavy', 'pakai', 'up', 'jenis', 'kulit', 'ceramide', 'pakai', 'up', 'remover']",Positive
Fri Aug 09 14:06:39 +0000 2024,0,longo aku lihat cakep banget packagingnya inovasi azarine always depan and makeup mu cakeuuppp pol,0,0,0,ArintaSetia,"['longo', 'lihat', 'cakep', 'banget', 'packagingnya', 'inovasi', 'azarine', 'always', 'and', 'makeup', 'mu', 'cakeuuppp', 'pol']",Positive
Fri Aug 09 14:03:41 +0000 2024,0,kalo aku pakai azarine yang hydrasooth sunscreen gel itu lumayan bagus,0,0,0,qouetta,"['kalo', 'pakai', 'azarine', 'hydrasooth', 'sunscreen', 'gel', 'lumayan', 'bagus']",Positive
Fri Aug 09 13:55:48 +0000 2024,0,aku dulu pakai azarine cocok banget enggak bikin kusam minyak begitu seng,0,0,0,kyeo_omie,"['pakai', 'azarine', 'cocok', 'banget', 'enggak_bikin', 'kusam', 'minyak', 'seng']",Positive
Fri Aug 09 13:50:33 +0000 2024,0,pakai serum retinol azarine begitu pakai sheet mask sbm begitu juga tapi bagaimana euyy kalo misal enggak cocok memang laku sheet mask sbm gentong ini,0,0,0,nissyaf_,"['pakai', 'serum', 'retinol', 'azarine', 'pakai', 'sheet', 'mask', 'sbm', 'euyy', 'kalo', 'enggak_cocok', 'laku', 'sheet', 'mask', 'sbm', 'gentong']",Positive
Fri Aug 09 13:30:56 +0000 2024,0,wts micellar water azarine ceramoist botanical pernah pakai sekitar bisa lihat detail di foto exp juni ke saja,0,0,0,egaage_,"['wts', 'micellar', 'water', 'azarine', 'ceramoist', 'botanical', 'pakai', 'lihat', 'detail', 'foto', 'exp', 'juni']",Neutral
Fri Aug 09 13:22:18 +0000 2024,1,wts azarine acne spot serum sudah pernah pakai beberapa kali exp juni ke saja wts wtb skincare preloved azarine emina,1,2,0,egaage_,"['wts', 'azarine', 'acne', 'spot', 'serum', 'pakai', 'kali', 'exp', 'juni', 'wts', 'wtb', 'skincare', 'preloved', 'azarine', 'emina']",Neutral
Fri Aug 09 13:18:34 +0000 2024,0,cek pamelo azarine hydrasoothe sunscreen gel spf sunscreen gel spf apa spf apa dengan harga rp dapat di shopee sekarang,0,0,0,silay,"['cek', 'pamelo', 'azarine', 'hydrasoothe', 'sunscreen', 'gel', 'spf', 'sunscreen', 'gel', 'spf', 'spf', 'harga', 'rp', 'shopee']",Neutral
Fri Aug 09 11:11:54 +0000 2024,0,azarine kalo murce wkwkwk,0,1,0,sssecretwt,"['azarine', 'kalo', 'murce', 'wkwkwk']",Positive
Fri Aug 09 11:00:47 +0000 2024,5,harga jual mulai dari ribu saja dan ada shades dari yang shade untuk kulit fair sampai yang gelap ada banget,0,0,1,Alarsszz,"['harga', 'jual', 'ribu', 'shades', 'shade', 'kulit', 'fair', 'gelap', 'banget']",Neutral
Fri Aug 09 10:52:06 +0000 2024,0,basic skincare kah maksud kalo aku double cleansing pakai viva ss you moist azarine fw sabun papaya masker enggak exfo viva peeling serum,0,1,0,whosimaoo,"['basic', 'skincare', 'kah', 'maksud', 'kalo', 'double', 'cleansing', 'pakai', 'viva', 'ss', 'you', 'moist', 'azarine', 'fw', 'sabun', 'papaya', 'masker', 'enggak_exfo', 'viva', 'peeling', 'serum']",Positive
Fri Aug 09 10:37:16 +0000 2024,0,yang lagi cari sunscreen azarine nih ke sudah sama kapas free anter unnesdewisartika,0,0,0,ka24mell,"['cari', 'sunscreen', 'azarine', 'nih', 'kapas', 'free', 'anter', 'unnesdewisartika']",Neutral
Fri Aug 09 10:29:01 +0000 2024,0,biar enggak saing,0,2,0,ssailerrmun,"['biar', 'enggak_saing']",Neutral
Fri Aug 09 10:28:28 +0000 2024,0,enggak ajg,0,1,0,ssailerrmun,['enggak_ajg'],Neutral
Fri Aug 09 10:26:12 +0000 2024,0,aku pakai azarine yang cake lip tint side bagus tau mayyy ringan juga kalo pakai,0,1,0,gheauniverse,"['pakai', 'azarine', 'cake', 'lip', 'tint', 'side', 'bagus', 'tau', 'mayyy', 'ringan', 'kalo', 'pakai']",Positive
Fri Aug 09 10:23:39 +0000 2024,0,update senka perfect whip sold mirael brightening sugar wax kissable strawberry sold azarine hydrasoothe sunscreen gel spf apa sold pcs sisa pcs yang avail masih banyak nih yuk yang mau boleh dm aku ya lantai,0,0,0,anotherdazz,"['update', 'senka', 'perfect', 'whip', 'sold', 'mirael', 'brightening', 'sugar', 'wax', 'kissable', 'strawberry', 'sold', 'azarine', 'hydrasoothe', 'sunscreen', 'gel', 'spf', 'sold', 'pcs', 'sisa', 'pcs', 'avail', 'nih', 'yuk', 'dm', 'ya', 'lantai']",Neutral
Fri Aug 09 10:20:55 +0000 2024,2,muncul kak im tadi aku coba jm malah enggak ada tadi,0,0,0,bigwinyook,"['muncul', 'kak', 'im', 'coba', 'jm', 'enggak_ada']",Neutral
Fri Aug 09 10:19:03 +0000 2024,0,lip tint nya azarine aku punya juga,0,0,0,Riska17,"['lip', 'tint', 'nya', 'azarine']",Neutral
Fri Aug 09 10:10:00 +0000 2024,72,a perfect shade for a perfect complexion ini aku cuma pakai powder foundation baru azarine tapi lihat deh imperfections di wajah tutup dengan sempurna amp jadi flawless banget,0,13,49,nisynwafer,"['a', 'perfect', 'shade', 'for', 'a', 'perfect', 'complexion', 'pakai', 'powder', 'foundation', 'azarine', 'lihat', 'deh', 'imperfections', 'wajah', 'tutup', 'sempurna', 'amp', 'flawless', 'banget']",Positive
Fri Aug 09 10:05:07 +0000 2024,0,kalo pakai toner azarine yang warna ijo bisa muka spek minyak soal wkwkw,0,1,0,wuxxian__,"['kalo', 'pakai', 'toner', 'azarine', 'warna', 'ijo', 'muka', 'spek', 'minyak', 'wkwkw']",Positive
Fri Aug 09 10:02:48 +0000 2024,0,yang murce azarine,0,0,0,bucindyoo,"['murce', 'azarine']",Neutral
Fri Aug 09 10:02:29 +0000 2024,0,aku pakai azarine tapi yang liptint,0,1,0,hanjoyous,"['pakai', 'azarine', 'liptint']",Neutral
Fri Aug 09 09:52:38 +0000 2024,0,sudah lama sekali tidak giveaway,0,0,0,Alarsszz,['tidak_giveaway'],Neutral
Fri Aug 09 09:45:58 +0000 2024,0,azarine stainnya cakeppp dan enggak bikin kering,0,0,0,dshhfii,"['azarine', 'stainnya', 'cakeppp', 'enggak_bikin', 'kering']",Positive
Fri Aug 09 09:44:37 +0000 2024,0,azarine cosmetic magic colour lip serum lip serum yang formulasi khusus agar dapat rubah warna bibir kamu sesuai ph bibir kamu cocok juga untuk kamu yang bibir kering dan pecah ke,0,1,0,moontaeilwife,"['azarine', 'cosmetic', 'magic', 'colour', 'lip', 'serum', 'lip', 'serum', 'formulasi', 'khusus', 'rubah', 'warna', 'bibir', 'sesuai', 'ph', 'bibir', 'cocok', 'bibir', 'kering', 'pecah']",Positive
Fri Aug 09 09:41:09 +0000 2024,0,lihat tidak ya,0,1,0,Alarsszz,"['lihat', 'tidak_ya']",Neutral
Fri Aug 09 09:36:16 +0000 2024,1,close tanggal agustus ya ada menang,0,1,0,Alarsszz,"['close', 'tanggal', 'agustus', 'ya', 'menang']",Neutral
Fri Aug 09 09:34:47 +0000 2024,99,yuk cus kita giveaway azarine porefect mumpung sudah ready di oyen amp belum stocknya di ofc store azarine cara rt amp like giveaway ini rt amp like thread review twc azarine di bawah ini reply mau shade apa amp dom kalian,6,88,95,Alarsszz,"['yuk', 'cus', 'giveaway', 'azarine', 'porefect', 'mumpung', 'ready', 'oyen', 'amp', 'belum_stocknya', 'ofc', 'store', 'azarine', 'rt', 'amp', 'like', 'giveaway', 'rt', 'amp', 'like', 'thread', 'review', 'twc', 'azarine', 'reply', 'shade', 'amp', 'dom']",Neutral
Fri Aug 09 09:22:23 +0000 2024,0,penasaraann aku lagi cari ganti azarine tone up yang discontinue btw boleh enggak sih kak mau lihat ngredients full nya,0,0,0,hskrbrbw,"['penasaraann', 'cari', 'ganti', 'azarine', 'tone', 'up', 'discontinue', 'btw', 'enggak_sih', 'kak', 'lihat', 'ngredients', 'full', 'nya']",Neutral
Fri Aug 09 09:11:31 +0000 2024,0,cangtip selalu,0,0,0,Alarsszz,['cangtip'],Neutral
Fri Aug 09 09:11:19 +0000 2024,0,gila sih texture nya enggak kayak sunscreeen,0,0,0,Alarsszz,"['gila', 'sih', 'texture', 'nya', 'enggak_kayak', 'sunscreeen']",Positive
Fri Aug 09 09:07:50 +0000 2024,0,ada yang jual ss azarine atau the originote yang new dan orisinal,0,7,0,imeyjin,"['jual', 'ss', 'azarine', 'the', 'originote', 'new', 'orisinal']",Neutral
Fri Aug 09 08:48:13 +0000 2024,0,bnb azarine azzura lipstick sih kalo azzura hanasui,0,0,0,taeheejake,"['bnb', 'azarine', 'azzura', 'lipstick', 'sih', 'kalo', 'azzura', 'hanasui']",Neutral
Fri Aug 09 08:47:43 +0000 2024,0,target beli sun screen buat gaji bulan ini uhuy azarine sunscreen gel spf,0,0,0,Swethingslovers,"['target', 'beli', 'sun', 'screen', 'gaji', 'uhuy', 'azarine', 'sunscreen', 'gel', 'spf']",Neutral
Fri Aug 09 08:43:07 +0000 2024,0,yang omg enggak bikin kering tapi yang azarine bikin kering dikit,0,0,0,lovelylalapaw,"['omg', 'enggak_bikin', 'kering', 'azarine', 'bikin', 'kering', 'dikit']",Negative
Fri Aug 09 08:12:13 +0000 2024,0,taksir banget lippies azarine cakep itu,0,0,0,na29nay,"['taksir', 'banget', 'lippies', 'azarine', 'cakep']",Positive
Fri Aug 09 08:08:51 +0000 2024,3,azarine calm my acne sunscreen moisturiser spf apa lolos uji invivo invitro sunscreen gel untuk kulit minyak jerawat sensitif ml harga rp,0,0,1,pemburupromo28,"['azarine', 'calm', 'my', 'acne', 'sunscreen', 'moisturiser', 'spf', 'lolos', 'uji', 'invivo', 'invitro', 'sunscreen', 'gel', 'kulit', 'minyak', 'jerawat', 'sensitif', 'ml', 'harga', 'rp']",Negative
Fri Aug 09 08:04:01 +0000 2024,1,ombre favorit i mean selalu banget ku pakai dazzle me lip mousse shade body talk dan di ombre bareng azarine tinted lippie cakep shade strawberry pie haruss banget coba ini karena ini tuh enggak kering di bibir finish nya cakep banget dan tahan pun lumayan,0,1,0,kiaaaaca,"['ombre', 'favorit', 'i', 'mean', 'banget', 'ku', 'pakai', 'dazzle', 'me', 'lip', 'mousse', 'shade', 'body', 'talk', 'ombre', 'bareng', 'azarine', 'tinted', 'lippie', 'cakep', 'shade', 'strawberry', 'pie', 'haruss', 'banget', 'coba', 'tuh', 'enggak_kering', 'bibir', 'finish', 'nya', 'cakep', 'banget', 'tahan', 'lumayan']",Positive
Fri Aug 09 08:00:33 +0000 2024,0,azarine yang kecil masih enggak kak,0,1,0,cytratus,"['azarine', 'enggak_kak']",Neutral
Fri Aug 09 07:47:29 +0000 2024,0,azarine pcs paket barrier moisturizer series with serum anti acne pelembab wajah instant moist cerah kulit kusam jerawat sensitif enggak rp,0,0,0,ladyb2504,"['azarine', 'pcs', 'paket', 'barrier', 'moisturizer', 'series', 'with', 'serum', 'anti', 'acne', 'pelembab', 'wajah', 'instant', 'moist', 'cerah', 'kulit', 'kusam', 'jerawat', 'sensitif', 'enggak_rp']",Neutral
Fri Aug 09 07:44:47 +0000 2024,6,ini video pas aku coba twc nya,0,2,1,Alarsszz,"['video', 'pas', 'coba', 'twc', 'nya']",Neutral
Fri Aug 09 07:39:05 +0000 2024,0,azarine saja tekstur kan gel begitu,0,0,0,tutuing_ing,"['azarine', 'tekstur', 'gel']",Positive
Fri Aug 09 07:36:23 +0000 2024,7,tahan berapa lama jujur kalau outdoor kena panas dan gampang keringetan saran pakai loose powder lagi biar makin tahan lama kalau indoor pakai ac bisa jam an juga oke no crack foto di bawah after jam kondisi indoor ac dan outdoor panas,0,1,1,Alarsszz,"['tahan', 'jujur', 'outdoor', 'kena', 'panas', 'gampang', 'keringetan', 'saran', 'pakai', 'loose', 'powder', 'biar', 'tahan', 'indoor', 'pakai', 'ac', 'jam', 'an', 'oke', 'no', 'crack', 'foto', 'after', 'jam', 'kondisi', 'indoor', 'ac', 'outdoor', 'panas']",Neutral
Fri Aug 09 07:20:25 +0000 2024,0,azarine lip cream enggak kering di aku plss,0,0,0,pesugihansantet,"['azarine', 'lip', 'cream', 'enggak_kering', 'plss']",Positive
Fri Aug 09 07:20:03 +0000 2024,0,azarine calm my acne sunscreen spf apa kakak chemical sunscreen ini kenal untuk tekstur gel dan daya serap yang luar biasa asa enggak pakai apaapa cocok banget untuk kamu yang oily banget link cari nomor produk,0,1,0,BuyWiseShifu,"['azarine', 'calm', 'my', 'acne', 'sunscreen', 'spf', 'kakak', 'chemical', 'sunscreen', 'kenal', 'tekstur', 'gel', 'daya', 'serap', 'asa', 'enggak_pakai', 'apaapa', 'cocok', 'banget', 'oily', 'banget', 'link', 'cari', 'nomor', 'produk']",Positive
Fri Aug 09 07:05:02 +0000 2024,0,aku dulu bruntusanjerawat pakai azarine acne spot serum jadi mending nder coba deh,0,0,0,rianaaa34,"['bruntusanjerawat', 'pakai', 'azarine', 'acne', 'spot', 'serum', 'mending', 'nder', 'coba', 'deh']",Positive
Fri Aug 09 07:00:27 +0000 2024,0,yuk take all ke saja toner azarine masih cultusia juga masih masih banyak,0,0,0,baekiechani,"['yuk', 'take', 'all', 'toner', 'azarine', 'cultusia']",Neutral
Fri Aug 09 06:55:33 +0000 2024,0,lip tintnya aku pakai azarine juga loh aku pakai shade sudah beberapa kali aku review bisa cek ya ke,0,0,0,curadellapelle_,"['lip', 'tintnya', 'pakai', 'azarine', 'loh', 'pakai', 'shade', 'kali', 'review', 'cek', 'ya']",Neutral
Fri Aug 09 06:54:47 +0000 2024,0,btw sekali mau kasih tau sini aku pakai blush azarine yang mango tango cakep banget orange warm sukaaakkk ke,0,1,0,curadellapelle_,"['btw', 'kasih', 'tau', 'pakai', 'blush', 'azarine', 'mango', 'tango', 'cakep', 'banget', 'orange', 'warm', 'sukaaakkk']",Positive
Fri Aug 09 06:52:28 +0000 2024,0,penasaran azarine deh,0,0,0,sagitariyuws,"['penasaran', 'azarine', 'deh']",Positive
Fri Aug 09 06:48:13 +0000 2024,0,pc mereka bang yongguk jangan begitu ngapa foto,0,0,0,Alarsszz,"['pc', 'bang', 'yongguk', 'jangan_begitu', 'ngapa', 'foto']",Neutral
Fri Aug 09 06:47:53 +0000 2024,0,cek pamelo azarine hydrasoothe sunscreen gel spf sunscreen gel spf apa spf apa dengan harga rp dapat di shopee sekarang,0,0,0,djono50080213,"['cek', 'pamelo', 'azarine', 'hydrasoothe', 'sunscreen', 'gel', 'spf', 'sunscreen', 'gel', 'spf', 'spf', 'harga', 'rp', 'shopee']",Neutral
Fri Aug 09 06:44:37 +0000 2024,0,hadalabo yang putih sih nder aku lanjut pakai moist ss azarine yang biru muda ngelembabin sih cuman kalo deh nyerep kering lagi di area hidung enak dipakein apa ya,0,0,0,leechanjay,"['hadalabo', 'putih', 'sih', 'nder', 'pakai', 'moist', 'ss', 'azarine', 'biru', 'muda', 'ngelembabin', 'sih', 'cuman', 'kalo', 'deh', 'nyerep', 'kering', 'area', 'hidung', 'enak', 'dipakein', 'ya']",Positive
Fri Aug 09 06:26:05 +0000 2024,0,azarine ada saja gebrak nya ih bagus amat,0,0,0,freakihooman,"['azarine', 'gebrak', 'nya', 'ih', 'bagus']",Positive
Fri Aug 09 06:19:41 +0000 2024,0,cakep banget hasil packaging nya juga elegan azarine memang daebakkk,0,0,0,sherapic22,"['cakep', 'banget', 'hasil', 'packaging', 'nya', 'elegan', 'azarine', 'daebakkk']",Positive
Fri Aug 09 06:17:33 +0000 2024,0,sekarang lagi azarine hijau tapi biasa skin aqua yang tutup putih,0,0,0,rolemodel7vals,"['azarine', 'hijau', 'skin', 'aqua', 'tutup', 'putih']",Neutral
Fri Aug 09 06:13:06 +0000 2024,0,kepo banget sama azarine,0,0,0,na29nay,"['kepo', 'banget', 'azarine']",Neutral
Fri Aug 09 06:06:53 +0000 2024,0,temu azarine kali marvel retinol complex kali ceramide mighty serum ml harga rp dapat sekarang juga di shopee,0,0,0,disc_beauty,"['temu', 'azarine', 'kali', 'marvel', 'retinol', 'complex', 'kali', 'ceramide', 'mighty', 'serum', 'ml', 'harga', 'rp', 'shopee']",Neutral
Fri Aug 09 06:06:41 +0000 2024,0,yang shade ini iyahhhhh yang satu putih sih tapi is okay,0,0,0,Alarsszz,"['shade', 'iyahhhhh', 'putih', 'sih', 'is', 'okay']",Neutral
Fri Aug 09 06:06:14 +0000 2024,0,buat daily kayak aman banget kan ya des,0,0,0,Alarsszz,"['daily', 'kayak', 'aman', 'banget', 'ya', 'des']",Positive
Fri Aug 09 06:04:14 +0000 2024,0,cakep banget azarine ada mulu nih gebrak,0,0,0,sherapic22,"['cakep', 'banget', 'azarine', 'mulu', 'nih', 'gebrak']",Positive
Fri Aug 09 06:03:05 +0000 2024,0,temu azarine advanced youth moisturizer enggak amp polypeptide fresh vitality toner ml pcs harga rp dapat sekarang juga di shopee,0,0,0,disc_beauty,"['temu', 'azarine', 'advanced', 'youth', 'moisturizer', 'enggak_amp', 'polypeptide', 'fresh', 'vitality', 'toner', 'ml', 'pcs', 'harga', 'rp', 'shopee']",Neutral
Fri Aug 09 04:54:40 +0000 2024,0,eh online kahhh testnya,0,1,0,ssailerrmun,"['eh', 'online', 'kahhh', 'testnya']",Neutral
Fri Aug 09 04:52:32 +0000 2024,0,pls baca dm ku kalo sudah selesai,0,1,0,ssailerrmun,"['pls', 'baca', 'dm', 'ku', 'kalo', 'selesai']",Neutral
Fri Aug 09 04:50:36 +0000 2024,0,se lemah itu jir,0,0,0,ssailerrmun,"['lemah', 'jir']",Neutral
Fri Aug 09 04:50:25 +0000 2024,0,gue mending suruh ngerjain soal mtk banding b ingg,1,0,0,ssailerrmun,"['gue', 'mending', 'suruh', 'ngerjain', 'mtk', 'banding', 'b', 'ingg']",Neutral
Fri Aug 09 04:50:06 +0000 2024,0,pls bagaimana ya nasib kita,0,1,0,ssailerrmun,"['pls', 'ya', 'nasib']",Neutral
Fri Aug 09 04:49:59 +0000 2024,0,gue juga ya sumpah,0,0,0,ssailerrmun,"['gue', 'ya', 'sumpah']",Neutral
Fri Aug 09 04:45:39 +0000 2024,0,enggak tau ini ada ngaruhnya apa enggak sih aku ingat bulan belakang ganti foundi ini ke tinted ss nya somethinc tapi aku tetap pakai ss nya azarine terus bulan an lalu ganti milk cleanser jadi oil cleanser kalo cleanser ganti telah jerawat duluan sih,0,0,0,DeclareStay,"['enggak_tau', 'ngaruhnya', 'enggak_sih', 'ganti', 'foundi', 'tinted', 'ss', 'nya', 'somethinc', 'pakai', 'ss', 'nya', 'azarine', 'an', 'ganti', 'milk', 'cleanser', 'oil', 'cleanser', 'kalo', 'cleanser', 'ganti', 'jerawat', 'duluan', 'sih']",Positive
Fri Aug 09 04:39:36 +0000 2024,0,pakai pensil alis punya azarine,0,0,0,atasnamaahra,"['pakai', 'pensil', 'alis', 'azarine']",Positive
Fri Aug 09 04:36:25 +0000 2024,0,sekarang lagi pakai punya azarine yang,0,0,0,normallysha,"['pakai', 'azarine']",Neutral
Fri Aug 09 04:20:06 +0000 2024,0,yes ini tuh tinted lippiecable balmnya azarine yang lagi aku pakai ini shade caramel candy dia punya shades yang cantik warna soft orange cantik banget apalagi buat yang punya warm undertone,0,1,0,vriscaintn,"['yes', 'tuh', 'tinted', 'lippiecable', 'balmnya', 'azarine', 'pakai', 'shade', 'caramel', 'candy', 'shades', 'cantik', 'warna', 'soft', 'orange', 'cantik', 'banget', 'warm', 'undertone']",Positive
Fri Aug 09 04:12:55 +0000 2024,0,penasaran sama twc nya azarine,0,0,0,l0verrrr_,"['penasaran', 'twc', 'nya', 'azarine']",Positive
Fri Aug 09 03:55:40 +0000 2024,0,azarine enak banget banget,0,0,0,iluvchocoe,"['azarine', 'enak', 'banget', 'banget']",Positive
Fri Aug 09 03:51:22 +0000 2024,0,ss azarine kak orisinal official store kirim hari ini,0,0,0,xolovmi,"['ss', 'azarine', 'kak', 'orisinal', 'official', 'store', 'kirim']",Neutral
Fri Aug 09 03:26:56 +0000 2024,0,azarine yang oren kak buat kulit kering,0,1,0,euphoriariureo,"['azarine', 'oren', 'kak', 'kulit', 'kering']",Positive
Fri Aug 09 03:22:30 +0000 2024,0,ready kak,0,1,0,asmloy,"['ready', 'kak']",Neutral
Fri Aug 09 03:21:13 +0000 2024,0,hanger hijab sama azarine masih ada kak,0,1,0,kocingkocingan,"['hanger', 'hijab', 'azarine', 'kak']",Neutral
Fri Aug 09 03:09:36 +0000 2024,0,aku tuju aku selalu pakai sunscreen di area sekitar mata karena sunscreen ku ada efek tone up jadi bisa samar dark circle yang sudah gelap banget kalo buat leher aku pakenya sunscreen yang kayak moisturizer contoh cicamide barrier sunscreen dari azarine,0,0,0,aesthelll,"['tuju', 'pakai', 'sunscreen', 'area', 'mata', 'sunscreen', 'ku', 'efek', 'tone', 'up', 'samar', 'dark', 'circle', 'gelap', 'banget', 'kalo', 'leher', 'pakenya', 'sunscreen', 'kayak', 'moisturizer', 'contoh', 'cicamide', 'barrier', 'sunscreen', 'azarine']",Neutral
Thu Aug 08 14:37:36 +0000 2024,0,hayuk gais bantu larisin dagang ini hari ini order besok langsung kirim wts want tapi sell zonaba zonauang zonajajan bukupreloved skincarepreloved makeuppreloved taspreloved dompetpreloved ostdrakor wardah azarine,0,0,0,mudslugg_,"['hayuk', 'gais', 'bantu', 'larisin', 'dagang', 'order', 'besok', 'langsung', 'kirim', 'wts', 'want', 'sell', 'zonaba', 'zonauang', 'zonajajan', 'bukupreloved', 'skincarepreloved', 'makeuppreloved', 'taspreloved', 'dompetpreloved', 'ostdrakor', 'wardah', 'azarine']",Neutral
Thu Aug 08 14:33:01 +0000 2024,0,jb wts azarine cicamide barrier sunscreen ke marina lotion ml ke take semua ke dom jateng req cowok via ijo,0,0,0,JUALAN_AUTOBASE,"['jb', 'wts', 'azarine', 'cicamide', 'barrier', 'sunscreen', 'marina', 'lotion', 'ml', 'take', 'dom', 'jateng', 'req', 'cowok', 'via', 'ijo']",Neutral
Thu Aug 08 14:28:35 +0000 2024,0,iya memang gua juga lebih nyaman chemical sih walau physical juga ada yang bangus lo pakenya apa gua lagi senang pakai wardah bom azarine hehe,0,1,0,rio_damar,"['iya', 'gua', 'nyaman', 'chemical', 'sih', 'physical', 'bangus', 'lo', 'pakenya', 'gua', 'senang', 'pakai', 'wardah', 'bom', 'azarine', 'hehe']",Positive
Thu Aug 08 14:26:09 +0000 2024,0,kalo rumah doang pakai azarine kalo keluar pakai skinaqua tutup putihamaterasun skin type aku oily acne prone yeahh,0,1,0,tralala_lililia,"['kalo', 'rumah', 'doang', 'pakai', 'azarine', 'kalo', 'pakai', 'skinaqua', 'tutup', 'putihamaterasun', 'skin', 'type', 'oily', 'acne', 'prone', 'yeahh']",Neutral
Thu Aug 08 14:15:27 +0000 2024,0,siapa yang mau azarine lippie cake ini gess belum coba karena salah beli shade ke saja,0,1,0,yunaalci,"['azarine', 'lippie', 'cake', 'gess', 'belum_coba', 'salah', 'beli', 'shade']",Neutral
Thu Aug 08 14:13:32 +0000 2024,0,baru tau azarine keluar produk pink pink,0,0,0,sunseelly,"['tau', 'azarine', 'produk', 'pink', 'pink']",Neutral
Thu Aug 08 14:12:24 +0000 2024,0,azarine bagus banget plsss aku juga mau coba,0,0,0,diendadindin,"['azarine', 'bagus', 'banget', 'plsss', 'coba']",Positive
Thu Aug 08 14:08:20 +0000 2024,0,kampanye mega akan datang cek tawar hebat ini nama produk beli dapat azarine eye combo bundle eyeshadow free eyeliner,0,0,0,disc_beauty,"['kampanye', 'mega', 'cek', 'tawar', 'hebat', 'nama', 'produk', 'beli', 'azarine', 'eye', 'combo', 'bundle', 'eyeshadow', 'free', 'eyeliner']",Positive
Thu Aug 08 13:58:01 +0000 2024,0,ss azarine,0,0,0,sunriseflow_,"['ss', 'azarine']",Neutral
